TotalTime,ReviewCount,Calories,SugarContent,ProteinContent,RecipeServings,Rating,predictionBasedOnText,predictionBasedOnImage,IngredientCount,InstructionCount
15,10,115.2,3.2,3.4,1.0,5,5,5,10,7
15,10,115.2,3.2,3.4,1.0,5,5,3,10,7
15,10,115.2,3.2,3.4,1.0,5,5,5,10,7
15,10,115.2,3.2,3.4,1.0,5,5,5,10,7
15,10,115.2,3.2,3.4,1.0,5,5,1,10,7
15,10,115.2,3.2,3.4,1.0,4,4,5,10,7
15,10,115.2,3.2,3.4,1.0,4,5,2,10,7
15,10,115.2,3.2,3.4,1.0,5,5,5,10,7
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,4,4,4,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,4,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,0,2,0,9,9
65,31,197.4,19.2,2.4,24.0,4,4,4,9,9
65,31,197.4,19.2,2.4,24.0,3,3,2,9,9
65,31,197.4,19.2,2.4,24.0,4,5,4,9,9
65,31,197.4,19.2,2.4,24.0,2,2,2,9,9
65,31,197.4,19.2,2.4,24.0,5,5,1,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,3,3,3,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
65,31,197.4,19.2,2.4,24.0,0,5,0,9,9
65,31,197.4,19.2,2.4,24.0,4,5,4,9,9
65,31,197.4,19.2,2.4,24.0,5,5,5,9,9
90,7,235.8,3.6,6.2,8.0,3,3,3,7,11
90,7,235.8,3.6,6.2,8.0,5,5,5,7,11
90,7,235.8,3.6,6.2,8.0,5,4,3,7,11
90,7,235.8,3.6,6.2,8.0,4,5,5,7,11
90,7,235.8,3.6,6.2,8.0,5,5,2,7,11
90,7,235.8,3.6,6.2,8.0,4,5,4,7,11
90,7,235.8,3.6,6.2,8.0,5,5,5,7,11
40,16,195.1,17.6,3.8,12.0,4,4,4,12,7
40,16,195.1,17.6,3.8,12.0,4,4,3,12,7
40,16,195.1,17.6,3.8,12.0,4,5,4,12,7
40,16,195.1,17.6,3.8,12.0,5,5,5,12,7
40,16,195.1,17.6,3.8,12.0,5,5,3,12,7
40,16,195.1,17.6,3.8,12.0,5,5,5,12,7
40,16,195.1,17.6,3.8,12.0,5,5,2,12,7
40,16,195.1,17.6,3.8,12.0,5,5,5,12,7
40,16,195.1,17.6,3.8,12.0,4,4,4,12,7
40,16,195.1,17.6,3.8,12.0,5,4,5,12,7
40,16,195.1,17.6,3.8,12.0,4,4,4,12,7
40,16,195.1,17.6,3.8,12.0,5,5,1,12,7
40,16,195.1,17.6,3.8,12.0,5,5,5,12,7
40,16,195.1,17.6,3.8,12.0,4,4,4,12,7
40,16,195.1,17.6,3.8,12.0,5,5,1,12,7
40,16,195.1,17.6,3.8,12.0,3,3,3,12,7
35,56,235.8,1.5,26.0,12.0,5,5,4,5,10
35,56,235.8,1.5,26.0,12.0,5,5,1,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,0,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,0,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,3,3,3,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,1,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,3,3,3,5,10
35,56,235.8,1.5,26.0,12.0,4,4,4,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,4,5,2,5,10
35,56,235.8,1.5,26.0,12.0,4,4,4,5,10
35,56,235.8,1.5,26.0,12.0,3,5,3,5,10
35,56,235.8,1.5,26.0,12.0,4,4,4,5,10
35,56,235.8,1.5,26.0,12.0,2,2,2,5,10
35,56,235.8,1.5,26.0,12.0,4,5,4,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,2,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,1,1,3,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,0,0,0,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,0,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,0,5,3,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,0,1,0,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,4,4,0,5,10
35,56,235.8,1.5,26.0,12.0,0,0,0,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,0,0,0,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,5,5,10
35,56,235.8,1.5,26.0,12.0,5,5,1,5,10
35,56,235.8,1.5,26.0,12.0,0,0,1,5,10
75,2,412.2,52.1,2.3,8.0,4,4,4,10,11
75,2,412.2,52.1,2.3,8.0,5,5,5,10,11
35,1,183.7,2.2,11.4,12.0,4,4,4,6,4
40,4,169.0,1.7,8.5,20.0,5,5,5,5,9
40,4,169.0,1.7,8.5,20.0,5,5,5,5,9
40,4,169.0,1.7,8.5,20.0,5,5,1,5,9
40,4,169.0,1.7,8.5,20.0,5,5,4,5,9
45,2,422.3,0.3,31.3,4.0,4,4,4,7,8
45,2,422.3,0.3,31.3,4.0,4,5,4,7,8
75,7,386.9,38.1,6.1,8.0,5,5,5,9,9
75,7,386.9,38.1,6.1,8.0,5,5,5,9,9
75,7,386.9,38.1,6.1,8.0,5,5,5,9,9
75,7,386.9,38.1,6.1,8.0,5,5,5,9,9
75,7,386.9,38.1,6.1,8.0,5,5,0,9,9
75,7,386.9,38.1,6.1,8.0,4,5,4,9,9
75,7,386.9,38.1,6.1,8.0,5,5,1,9,9
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,3,8,10
55,42,240.3,19.0,3.6,16.0,5,5,4,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,3,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,4,4,4,8,10
55,42,240.3,19.0,3.6,16.0,5,5,0,8,10
55,42,240.3,19.0,3.6,16.0,5,5,3,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,4,4,4,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,1,2,1,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,2,8,10
55,42,240.3,19.0,3.6,16.0,5,5,0,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,3,4,3,8,10
55,42,240.3,19.0,3.6,16.0,5,5,3,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
55,42,240.3,19.0,3.6,16.0,5,5,2,8,10
55,42,240.3,19.0,3.6,16.0,0,1,0,8,10
55,42,240.3,19.0,3.6,16.0,3,3,3,8,10
55,42,240.3,19.0,3.6,16.0,5,5,5,8,10
29,4,64.8,4.0,0.8,30.0,3,4,3,2,4
29,4,64.8,4.0,0.8,30.0,4,4,4,2,4
29,4,64.8,4.0,0.8,30.0,1,1,1,2,4
29,4,64.8,4.0,0.8,30.0,5,5,5,2,4
90,9,425.5,38.6,5.9,12.0,4,5,4,10,14
90,9,425.5,38.6,5.9,12.0,0,0,5,10,14
90,9,425.5,38.6,5.9,12.0,5,5,5,10,14
90,9,425.5,38.6,5.9,12.0,5,5,5,10,14
90,9,425.5,38.6,5.9,12.0,5,5,5,10,14
90,9,425.5,38.6,5.9,12.0,5,5,5,10,14
90,9,425.5,38.6,5.9,12.0,5,5,5,10,14
90,9,425.5,38.6,5.9,12.0,5,5,5,10,14
90,9,425.5,38.6,5.9,12.0,5,5,4,10,14
120,2,157.5,2.4,14.1,24.0,5,5,5,14,8
120,2,157.5,2.4,14.1,24.0,5,5,5,14,8
50,56,464.8,9.5,29.3,12.0,4,5,0,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,1,6,8
50,56,464.8,9.5,29.3,12.0,4,5,4,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,4,4,4,6,8
50,56,464.8,9.5,29.3,12.0,5,5,4,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,4,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,3,3,3,6,8
50,56,464.8,9.5,29.3,12.0,5,5,1,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,4,5,4,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,2,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,4,5,0,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,0,5,0,6,8
50,56,464.8,9.5,29.3,12.0,0,5,0,6,8
50,56,464.8,9.5,29.3,12.0,1,1,1,6,8
50,56,464.8,9.5,29.3,12.0,5,5,1,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,0,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,4,4,4,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,3,3,3,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
50,56,464.8,9.5,29.3,12.0,5,5,5,6,8
40,13,121.0,10.1,2.9,84.0,4,5,4,9,6
40,13,121.0,10.1,2.9,84.0,4,5,4,9,6
40,13,121.0,10.1,2.9,84.0,5,5,4,9,6
40,13,121.0,10.1,2.9,84.0,5,5,5,9,6
40,13,121.0,10.1,2.9,84.0,5,5,4,9,6
40,13,121.0,10.1,2.9,84.0,5,5,5,9,6
40,13,121.0,10.1,2.9,84.0,5,5,5,9,6
40,13,121.0,10.1,2.9,84.0,5,5,5,9,6
40,13,121.0,10.1,2.9,84.0,4,4,4,9,6
40,13,121.0,10.1,2.9,84.0,5,5,5,9,6
40,13,121.0,10.1,2.9,84.0,0,5,0,9,6
40,13,121.0,10.1,2.9,84.0,5,5,5,9,6
40,13,121.0,10.1,2.9,84.0,5,5,5,9,6
7,1,122.2,4.7,0.1,12.0,3,4,3,5,2
20,1,177.3,1.2,6.2,6.0,4,5,3,7,8
60,15,518.5,50.4,6.1,6.0,5,5,5,13,8
60,15,518.5,50.4,6.1,6.0,0,5,0,13,8
60,15,518.5,50.4,6.1,6.0,0,0,0,13,8
60,15,518.5,50.4,6.1,6.0,4,4,4,13,8
60,15,518.5,50.4,6.1,6.0,4,4,4,13,8
60,15,518.5,50.4,6.1,6.0,4,4,4,13,8
60,15,518.5,50.4,6.1,6.0,5,5,4,13,8
60,15,518.5,50.4,6.1,6.0,5,5,5,13,8
60,15,518.5,50.4,6.1,6.0,4,5,4,13,8
60,15,518.5,50.4,6.1,6.0,3,4,3,13,8
60,15,518.5,50.4,6.1,6.0,5,5,0,13,8
60,15,518.5,50.4,6.1,6.0,5,5,5,13,8
60,15,518.5,50.4,6.1,6.0,5,5,5,13,8
60,15,518.5,50.4,6.1,6.0,5,5,5,13,8
60,15,518.5,50.4,6.1,6.0,5,5,5,13,8
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,0,5,2,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,4,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,1,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,2,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,5,5,7
55,23,428.1,30.7,4.9,8.0,5,5,0,5,7
55,23,428.1,30.7,4.9,8.0,5,4,4,5,7
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,2,6,13
150,56,136.2,0.4,3.7,12.0,0,0,0,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,4,4,4,6,13
150,56,136.2,0.4,3.7,12.0,4,5,1,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,4,4,4,6,13
150,56,136.2,0.4,3.7,12.0,4,4,4,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,4,4,4,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,1,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,0,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,2,1,2,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,1,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,1,1,1,6,13
150,56,136.2,0.4,3.7,12.0,4,4,4,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,0,0,1,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,1,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,2,2,2,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,0,0,0,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,0,5,4,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,2,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,2,2,2,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
150,56,136.2,0.4,3.7,12.0,5,5,5,6,13
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,0,5,0,2,5
10,79,133.0,2.1,3.8,1.0,5,5,2,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,0,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,3,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,1,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,2,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,4,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,5,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,2,2,5
10,79,133.0,2.1,3.8,1.0,3,3,0,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,4,4,2,5
10,79,133.0,2.1,3.8,1.0,5,4,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,4,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,5,4,2,5
10,79,133.0,2.1,3.8,1.0,4,5,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,5,2,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,3,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,1,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,4,3,2,5
10,79,133.0,2.1,3.8,1.0,4,5,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,2,5,2,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,0,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,1,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,3,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,3,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,4,4,4,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,2,2,2,2,5
10,79,133.0,2.1,3.8,1.0,4,4,4,2,5
10,79,133.0,2.1,3.8,1.0,4,4,3,2,5
10,79,133.0,2.1,3.8,1.0,5,5,2,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
10,79,133.0,2.1,3.8,1.0,5,5,5,2,5
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,2,2,2,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,0,10,8
35,31,327.2,21.2,7.0,6.0,4,4,4,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,0,10,8
35,31,327.2,21.2,7.0,6.0,5,5,2,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,4,5,1,10,8
35,31,327.2,21.2,7.0,6.0,4,4,4,10,8
35,31,327.2,21.2,7.0,6.0,4,4,4,10,8
35,31,327.2,21.2,7.0,6.0,0,0,2,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,4,5,4,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,2,2,2,10,8
35,31,327.2,21.2,7.0,6.0,5,5,1,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,0,5,0,10,8
35,31,327.2,21.2,7.0,6.0,4,4,4,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
35,31,327.2,21.2,7.0,6.0,5,5,5,10,8
